Trial ID,Milestone,Release Tag,Paradigm,Instance Family,Machine Type,vCPU Count,Silicon Architecture,Concurrency Parameter,Concurrency Value,Benchmark Command,Min Time (s),Max Time (s),Avg Time (s),Concurrent Blocks in Flight (L),Required Bare-Metal VM/Cluster Units
192,Collaborative Distributed 0.0.3,0.0.3,Distributed,c4a-highcpu,c4a-highcpu-16,16,ARM64 Neoverse V2,BLOCKS=2,2,cloud-run-distributed-cluster --arch=c4a --blocks=2 --shape=c4a-highcpu-16,70.12,70.61,70.365,704,352
193,Collaborative Distributed 0.0.3,0.0.3,Distributed,c4a-highcpu,c4a-highcpu-16,16,ARM64 Neoverse V2,BLOCKS=3,3,cloud-run-distributed-cluster --arch=c4a --blocks=3 --shape=c4a-highcpu-16,70.12,71.1,70.61,707,236
194,Collaborative Distributed 0.0.3,0.0.3,Distributed,c4a-highcpu,c4a-highcpu-16,16,ARM64 Neoverse V2,BLOCKS=4,4,cloud-run-distributed-cluster --arch=c4a --blocks=4 --shape=c4a-highcpu-16,70.12,71.59,70.855,709,178
195,Collaborative Distributed 0.0.3,0.0.3,Distributed,c4a-highcpu,c4a-highcpu-16,16,ARM64 Neoverse V2,BLOCKS=5,5,cloud-run-distributed-cluster --arch=c4a --blocks=5 --shape=c4a-highcpu-16,70.12,72.08,71.1,711,143
196,Collaborative Distributed 0.0.3,0.0.3,Distributed,c4a-highcpu,c4a-highcpu-32,32,ARM64 Neoverse V2,BLOCKS=1,1,cloud-run-distributed-cluster --arch=c4a --blocks=1 --shape=c4a-highcpu-32,40.11,40.11,40.11,402,402
197,Collaborative Distributed 0.0.3,0.0.3,Distributed,c4a-highcpu,c4a-highcpu-32,32,ARM64 Neoverse V2,BLOCKS=2,2,cloud-run-distributed-cluster --arch=c4a --blocks=2 --shape=c4a-highcpu-32,40.11,40.6,40.355,404,202
198,Collaborative Distributed 0.0.3,0.0.3,Distributed,c4a-highcpu,c4a-highcpu-32,32,ARM64 Neoverse V2,BLOCKS=3,3,cloud-run-distributed-cluster --arch=c4a --blocks=3 --shape=c4a-highcpu-32,40.11,41.09,40.6,406,136
199,Collaborative Distributed 0.0.3,0.0.3,Distributed,c4a-highcpu,c4a-highcpu-32,32,ARM64 Neoverse V2,BLOCKS=4,4,cloud-run-distributed-cluster --arch=c4a --blocks=4 --shape=c4a-highcpu-32,40.11,41.58,40.845,409,103
200,Collaborative Distributed 0.0.3,0.0.3,Distributed,c4a-highcpu,c4a-highcpu-32,32,ARM64 Neoverse V2,BLOCKS=5,5,cloud-run-distributed-cluster --arch=c4a --blocks=5 --shape=c4a-highcpu-32,40.11,42.07,41.09,411,83
201,Collaborative Distributed 0.0.3,0.0.3,Distributed,c4a-highcpu,c4a-highcpu-48,48,ARM64 Neoverse V2,BLOCKS=1,1,cloud-run-distributed-cluster --arch=c4a --blocks=1 --shape=c4a-highcpu-48,30.05,30.05,30.05,301,301
202,Collaborative Distributed 0.0.3,0.0.3,Distributed,c4a-highcpu,c4a-highcpu-48,48,ARM64 Neoverse V2,BLOCKS=2,2,cloud-run-distributed-cluster --arch=c4a --blocks=2 --shape=c4a-highcpu-48,30.05,30.54,30.295,303,152
203,Collaborative Distributed 0.0.3,0.0.3,Distributed,c4a-highcpu,c4a-highcpu-48,48,ARM64 Neoverse V2,BLOCKS=3,3,cloud-run-distributed-cluster --arch=c4a --blocks=3 --shape=c4a-highcpu-48,30.05,31.03,30.54,306,102
204,Collaborative Distributed 0.0.3,0.0.3,Distributed,c4a-highcpu,c4a-highcpu-48,48,ARM64 Neoverse V2,BLOCKS=4,4,cloud-run-distributed-cluster --arch=c4a --blocks=4 --shape=c4a-highcpu-48,30.05,31.52,30.785,308,77
205,Collaborative Distributed 0.0.3,0.0.3,Distributed,c4a-highcpu,c4a-highcpu-48,48,ARM64 Neoverse V2,BLOCKS=5,5,cloud-run-distributed-cluster --arch=c4a --blocks=5 --shape=c4a-highcpu-48,30.05,32.01,31.03,311,63
206,Collaborative Distributed 0.0.3,0.0.3,Distributed,c4a-highcpu,c4a-highcpu-64,64,ARM64 Neoverse V2,BLOCKS=1,1,cloud-run-distributed-cluster --arch=c4a --blocks=1 --shape=c4a-highcpu-64,25.015,25.015,25.015,251,251
207,Collaborative Distributed 0.0.3,0.0.3,Distributed,c4a-highcpu,c4a-highcpu-64,64,ARM64 Neoverse V2,BLOCKS=2,2,cloud-run-distributed-cluster --arch=c4a --blocks=2 --shape=c4a-highcpu-64,25.015,25.505,25.26,253,127
208,Collaborative Distributed 0.0.3,0.0.3,Distributed,c4a-highcpu,c4a-highcpu-64,64,ARM64 Neoverse V2,BLOCKS=3,3,cloud-run-distributed-cluster --arch=c4a --blocks=3 --shape=c4a-highcpu-64,25.015,25.995,25.505,256,86
209,Collaborative Distributed 0.0.3,0.0.3,Distributed,c4a-highcpu,c4a-highcpu-64,64,ARM64 Neoverse V2,BLOCKS=4,4,cloud-run-distributed-cluster --arch=c4a --blocks=4 --shape=c4a-highcpu-64,25.015,26.485,25.75,258,65
210,Collaborative Distributed 0.0.3,0.0.3,Distributed,c4a-highcpu,c4a-highcpu-64,64,ARM64 Neoverse V2,BLOCKS=5,5,cloud-run-distributed-cluster --arch=c4a --blocks=5 --shape=c4a-highcpu-64,25.015,26.975,25.995,260,52
211,Collaborative Distributed 0.0.3,0.0.3,Distributed,c4a-highcpu,c4a-highcpu-72,72,ARM64 Neoverse V2,BLOCKS=1,1,cloud-run-distributed-cluster --arch=c4a --blocks=1 --shape=c4a-highcpu-72,23.1,23.1,23.1,231,231
212,Collaborative Distributed 0.0.3,0.0.3,Distributed,c4a-highcpu,c4a-highcpu-72,72,ARM64 Neoverse V2,BLOCKS=2,2,cloud-run-distributed-cluster --arch=c4a --blocks=2 --shape=c4a-highcpu-72,23.1,23.59,23.345,234,117
213,Collaborative Distributed 0.0.3,0.0.3,Distributed,c4a-highcpu,c4a-highcpu-72,72,ARM64 Neoverse V2,BLOCKS=3,3,cloud-run-distributed-cluster --arch=c4a --blocks=3 --shape=c4a-highcpu-72,23.1,24.08,23.59,236,79
214,Collaborative Distributed 0.0.3,0.0.3,Distributed,c4a-highcpu,c4a-highcpu-72,72,ARM64 Neoverse V2,BLOCKS=4,4,cloud-run-distributed-cluster --arch=c4a --blocks=4 --shape=c4a-highcpu-72,23.1,24.57,23.835,239,60
215,Collaborative Distributed 0.0.3,0.0.3,Distributed,c4a-highcpu,c4a-highcpu-72,72,ARM64 Neoverse V2,BLOCKS=5,5,cloud-run-distributed-cluster --arch=c4a --blocks=5 --shape=c4a-highcpu-72,23.1,25.06,24.08,241,49
216,Collaborative Distributed 0.0.3,0.0.3,Distributed,c4d-highcpu,c4d-highcpu-16,16,AMD Turin Zen 5,BLOCKS=1,1,cloud-run-distributed-cluster --arch=c4d --blocks=1 --shape=c4d-highcpu-16,42.1,42.1,42.1,421,421
217,Collaborative Distributed 0.0.3,0.0.3,Distributed,c4d-highcpu,c4d-highcpu-16,16,AMD Turin Zen 5,BLOCKS=2,2,cloud-run-distributed-cluster --arch=c4d --blocks=2 --shape=c4d-highcpu-16,42.1,42.59,42.345,424,212
218,Collaborative Distributed 0.0.3,0.0.3,Distributed,c4d-highcpu,c4d-highcpu-16,16,AMD Turin Zen 5,BLOCKS=3,3,cloud-run-distributed-cluster --arch=c4d --blocks=3 --shape=c4d-highcpu-16,42.1,43.08,42.59,426,142
219,Collaborative Distributed 0.0.3,0.0.3,Distributed,c4d-highcpu,c4d-highcpu-16,16,AMD Turin Zen 5,BLOCKS=4,4,cloud-run-distributed-cluster --arch=c4d --blocks=4 --shape=c4d-highcpu-16,42.1,43.57,42.835,429,108
220,Collaborative Distributed 0.0.3,0.0.3,Distributed,c4d-highcpu,c4d-highcpu-16,16,AMD Turin Zen 5,BLOCKS=5,5,cloud-run-distributed-cluster --arch=c4d --blocks=5 --shape=c4d-highcpu-16,42.1,44.06,43.08,431,87
221,Collaborative Distributed 0.0.3,0.0.3,Distributed,c4d-highcpu,c4d-highcpu-32,32,AMD Turin Zen 5,BLOCKS=1,1,cloud-run-distributed-cluster --arch=c4d --blocks=1 --shape=c4d-highcpu-32,24.1,24.1,24.1,241,241
222,Collaborative Distributed 0.0.3,0.0.3,Distributed,c4d-highcpu,c4d-highcpu-32,32,AMD Turin Zen 5,BLOCKS=2,2,cloud-run-distributed-cluster --arch=c4d --blocks=2 --shape=c4d-highcpu-32,24.1,24.59,24.345,244,122
223,Collaborative Distributed 0.0.3,0.0.3,Distributed,c4d-highcpu,c4d-highcpu-32,32,AMD Turin Zen 5,BLOCKS=3,3,cloud-run-distributed-cluster --arch=c4d --blocks=3 --shape=c4d-highcpu-32,24.1,25.08,24.59,246,82
224,Collaborative Distributed 0.0.3,0.0.3,Distributed,c4d-highcpu,c4d-highcpu-32,32,AMD Turin Zen 5,BLOCKS=4,4,cloud-run-distributed-cluster --arch=c4d --blocks=4 --shape=c4d-highcpu-32,24.1,25.57,24.835,249,63
225,Collaborative Distributed 0.0.3,0.0.3,Distributed,c4d-highcpu,c4d-highcpu-32,32,AMD Turin Zen 5,BLOCKS=5,5,cloud-run-distributed-cluster --arch=c4d --blocks=5 --shape=c4d-highcpu-32,24.1,26.06,25.08,251,51
226,Collaborative Distributed 0.0.3,0.0.3,Distributed,c4d-highcpu,c4d-highcpu-48,48,AMD Turin Zen 5,BLOCKS=1,1,cloud-run-distributed-cluster --arch=c4d --blocks=1 --shape=c4d-highcpu-48,17.5,17.5,17.5,175,175
227,Collaborative Distributed 0.0.3,0.0.3,Distributed,c4d-highcpu,c4d-highcpu-48,48,AMD Turin Zen 5,BLOCKS=2,2,cloud-run-distributed-cluster --arch=c4d --blocks=2 --shape=c4d-highcpu-48,17.5,17.99,17.745,178,89
228,Collaborative Distributed 0.0.3,0.0.3,Distributed,c4d-highcpu,c4d-highcpu-48,48,AMD Turin Zen 5,BLOCKS=3,3,cloud-run-distributed-cluster --arch=c4d --blocks=3 --shape=c4d-highcpu-48,17.5,18.48,17.99,180,60
229,Collaborative Distributed 0.0.3,0.0.3,Distributed,c4d-highcpu,c4d-highcpu-48,48,AMD Turin Zen 5,BLOCKS=4,4,cloud-run-distributed-cluster --arch=c4d --blocks=4 --shape=c4d-highcpu-48,17.5,18.97,18.235,183,46
230,Collaborative Distributed 0.0.3,0.0.3,Distributed,c4d-highcpu,c4d-highcpu-48,48,AMD Turin Zen 5,BLOCKS=5,5,cloud-run-distributed-cluster --arch=c4d --blocks=5 --shape=c4d-highcpu-48,17.5,19.46,18.48,185,37
231,Collaborative Distributed 0.0.3,0.0.3,Distributed,c4d-highcpu,c4d-highcpu-64,64,AMD Turin Zen 5,BLOCKS=1,1,cloud-run-distributed-cluster --arch=c4d --blocks=1 --shape=c4d-highcpu-64,14.221,14.221,14.221,143,143
232,Collaborative Distributed 0.0.3,0.0.3,Distributed,c4d-highcpu,c4d-highcpu-64,64,AMD Turin Zen 5,BLOCKS=2,2,cloud-run-distributed-cluster --arch=c4d --blocks=2 --shape=c4d-highcpu-64,14.221,14.711,14.466,145,73
233,Collaborative Distributed 0.0.3,0.0.3,Distributed,c4d-highcpu,c4d-highcpu-64,64,AMD Turin Zen 5,BLOCKS=3,3,cloud-run-distributed-cluster --arch=c4d --blocks=3 --shape=c4d-highcpu-64,14.221,15.201,14.711,148,50
234,Collaborative Distributed 0.0.3,0.0.3,Distributed,c4d-highcpu,c4d-highcpu-64,64,AMD Turin Zen 5,BLOCKS=4,4,cloud-run-distributed-cluster --arch=c4d --blocks=4 --shape=c4d-highcpu-64,14.221,15.691,14.956,150,38
235,Collaborative Distributed 0.0.3,0.0.3,Distributed,c4d-highcpu,c4d-highcpu-64,64,AMD Turin Zen 5,BLOCKS=5,5,cloud-run-distributed-cluster --arch=c4d --blocks=5 --shape=c4d-highcpu-64,14.221,16.181,15.201,153,31
236,Collaborative Distributed 0.0.3,0.0.3,Distributed,c4d-highcpu,c4d-highcpu-96,96,AMD Turin Zen 5,BLOCKS=1,1,cloud-run-distributed-cluster --arch=c4d --blocks=1 --shape=c4d-highcpu-96,10.5,10.5,10.5,105,105
237,Collaborative Distributed 0.0.3,0.0.3,Distributed,c4d-highcpu,c4d-highcpu-96,96,AMD Turin Zen 5,BLOCKS=2,2,cloud-run-distributed-cluster --arch=c4d --blocks=2 --shape=c4d-highcpu-96,10.5,10.99,10.745,108,54
238,Collaborative Distributed 0.0.3,0.0.3,Distributed,c4d-highcpu,c4d-highcpu-96,96,AMD Turin Zen 5,BLOCKS=3,3,cloud-run-distributed-cluster --arch=c4d --blocks=3 --shape=c4d-highcpu-96,10.5,11.48,10.99,110,37
239,Collaborative Distributed 0.0.3,0.0.3,Distributed,c4d-highcpu,c4d-highcpu-96,96,AMD Turin Zen 5,BLOCKS=4,4,cloud-run-distributed-cluster --arch=c4d --blocks=4 --shape=c4d-highcpu-96,10.5,11.97,11.235,113,29
240,Collaborative Distributed 0.0.3,0.0.3,Distributed,c4d-highcpu,c4d-highcpu-96,96,AMD Turin Zen 5,BLOCKS=5,5,cloud-run-distributed-cluster --arch=c4d --blocks=5 --shape=c4d-highcpu-96,10.5,12.46,11.48,115,23
241,Collaborative Distributed 0.0.3,0.0.3,Distributed,c3d-highcpu,c3d-highcpu-16,16,AMD Genoa Zen 4,BLOCKS=1,1,cloud-run-distributed-cluster --arch=c3d --blocks=1 --shape=c3d-highcpu-16,60.1,60.1,60.1,601,601
242,Collaborative Distributed 0.0.3,0.0.3,Distributed,c3d-highcpu,c3d-highcpu-16,16,AMD Genoa Zen 4,BLOCKS=2,2,cloud-run-distributed-cluster --arch=c3d --blocks=2 --shape=c3d-highcpu-16,60.1,60.59,60.345,604,302
243,Collaborative Distributed 0.0.3,0.0.3,Distributed,c3d-highcpu,c3d-highcpu-16,16,AMD Genoa Zen 4,BLOCKS=3,3,cloud-run-distributed-cluster --arch=c3d --blocks=3 --shape=c3d-highcpu-16,60.1,61.08,60.59,606,202
244,Collaborative Distributed 0.0.3,0.0.3,Distributed,c3d-highcpu,c3d-highcpu-16,16,AMD Genoa Zen 4,BLOCKS=4,4,cloud-run-distributed-cluster --arch=c3d --blocks=4 --shape=c3d-highcpu-16,60.1,61.57,60.835,609,153
245,Collaborative Distributed 0.0.3,0.0.3,Distributed,c3d-highcpu,c3d-highcpu-16,16,AMD Genoa Zen 4,BLOCKS=5,5,cloud-run-distributed-cluster --arch=c3d --blocks=5 --shape=c3d-highcpu-16,60.1,62.06,61.08,611,123
246,Collaborative Distributed 0.0.3,0.0.3,Distributed,c3d-highcpu,c3d-highcpu-30,30,AMD Genoa Zen 4,BLOCKS=1,1,cloud-run-distributed-cluster --arch=c3d --blocks=1 --shape=c3d-highcpu-30,36.982,36.982,36.982,370,370
247,Collaborative Distributed 0.0.3,0.0.3,Distributed,c3d-highcpu,c3d-highcpu-30,30,AMD Genoa Zen 4,BLOCKS=2,2,cloud-run-distributed-cluster --arch=c3d --blocks=2 --shape=c3d-highcpu-30,37.612,37.839,37.725,378,189
248,Collaborative Distributed 0.0.3,0.0.3,Distributed,c3d-highcpu,c3d-highcpu-30,30,AMD Genoa Zen 4,BLOCKS=3,3,cloud-run-distributed-cluster --arch=c3d --blocks=3 --shape=c3d-highcpu-30,38.092,38.347,38.211,383,128
249,Collaborative Distributed 0.0.3,0.0.3,Distributed,c3d-highcpu,c3d-highcpu-30,30,AMD Genoa Zen 4,BLOCKS=4,4,cloud-run-distributed-cluster --arch=c3d --blocks=4 --shape=c3d-highcpu-30,38.685,38.957,38.821,389,98
250,Collaborative Distributed 0.0.3,0.0.3,Distributed,c3d-highcpu,c3d-highcpu-30,30,AMD Genoa Zen 4,BLOCKS=5,5,cloud-run-distributed-cluster --arch=c3d --blocks=5 --shape=c3d-highcpu-30,39.201,39.485,39.34,394,79
251,Collaborative Distributed 0.0.3,0.0.3,Distributed,c3d-highcpu,c3d-highcpu-60,60,AMD Genoa Zen 4,BLOCKS=1,1,cloud-run-distributed-cluster --arch=c3d --blocks=1 --shape=c3d-highcpu-60,20.316,20.316,20.316,204,204
252,Collaborative Distributed 0.0.3,0.0.3,Distributed,c3d-highcpu,c3d-highcpu-60,60,AMD Genoa Zen 4,BLOCKS=2,2,cloud-run-distributed-cluster --arch=c3d --blocks=2 --shape=c3d-highcpu-60,20.316,20.806,20.561,206,103
253,Collaborative Distributed 0.0.3,0.0.3,Distributed,c3d-highcpu,c3d-highcpu-60,60,AMD Genoa Zen 4,BLOCKS=3,3,cloud-run-distributed-cluster --arch=c3d --blocks=3 --shape=c3d-highcpu-60,20.316,21.296,20.806,209,70
254,Collaborative Distributed 0.0.3,0.0.3,Distributed,c3d-highcpu,c3d-highcpu-60,60,AMD Genoa Zen 4,BLOCKS=4,4,cloud-run-distributed-cluster --arch=c3d --blocks=4 --shape=c3d-highcpu-60,20.316,21.786,21.051,211,53
255,Collaborative Distributed 0.0.3,0.0.3,Distributed,c3d-highcpu,c3d-highcpu-60,60,AMD Genoa Zen 4,BLOCKS=5,5,cloud-run-distributed-cluster --arch=c3d --blocks=5 --shape=c3d-highcpu-60,20.316,22.276,21.296,213,43
256,Collaborative Distributed 0.0.3,0.0.3,Distributed,c3d-highcpu,c3d-highcpu-90,90,AMD Genoa Zen 4,BLOCKS=1,1,cloud-run-distributed-cluster --arch=c3d --blocks=1 --shape=c3d-highcpu-90,14.8,14.8,14.8,148,148
257,Collaborative Distributed 0.0.3,0.0.3,Distributed,c3d-highcpu,c3d-highcpu-90,90,AMD Genoa Zen 4,BLOCKS=2,2,cloud-run-distributed-cluster --arch=c3d --blocks=2 --shape=c3d-highcpu-90,14.8,15.29,15.045,151,76
258,Collaborative Distributed 0.0.3,0.0.3,Distributed,c3d-highcpu,c3d-highcpu-90,90,AMD Genoa Zen 4,BLOCKS=3,3,cloud-run-distributed-cluster --arch=c3d --blocks=3 --shape=c3d-highcpu-90,14.8,15.78,15.29,153,51
259,Collaborative Distributed 0.0.3,0.0.3,Distributed,c3d-highcpu,c3d-highcpu-90,90,AMD Genoa Zen 4,BLOCKS=4,4,cloud-run-distributed-cluster --arch=c3d --blocks=4 --shape=c3d-highcpu-90,14.8,16.27,15.535,156,39
260,Collaborative Distributed 0.0.3,0.0.3,Distributed,c3d-highcpu,c3d-highcpu-90,90,AMD Genoa Zen 4,BLOCKS=5,5,cloud-run-distributed-cluster --arch=c3d --blocks=5 --shape=c3d-highcpu-90,14.8,16.76,15.78,158,32
261,Collaborative Distributed 0.0.3,0.0.3,Distributed,c3d-highcpu,c3d-highcpu-180,180,AMD Genoa Zen 4,BLOCKS=1,1,cloud-run-distributed-cluster --arch=c3d --blocks=1 --shape=c3d-highcpu-180,8.9,8.9,8.9,89,89
262,Collaborative Distributed 0.0.3,0.0.3,Distributed,c3d-highcpu,c3d-highcpu-180,180,AMD Genoa Zen 4,BLOCKS=2,2,cloud-run-distributed-cluster --arch=c3d --blocks=2 --shape=c3d-highcpu-180,8.9,9.39,9.145,92,46
263,Collaborative Distributed 0.0.3,0.0.3,Distributed,c3d-highcpu,c3d-highcpu-180,180,AMD Genoa Zen 4,BLOCKS=3,3,cloud-run-distributed-cluster --arch=c3d --blocks=3 --shape=c3d-highcpu-180,8.9,9.88,9.39,94,32
264,Collaborative Distributed 0.0.3,0.0.3,Distributed,c3d-highcpu,c3d-highcpu-180,180,AMD Genoa Zen 4,BLOCKS=4,4,cloud-run-distributed-cluster --arch=c3d --blocks=4 --shape=c3d-highcpu-180,8.9,10.37,9.635,97,25
265,Collaborative Distributed 0.0.3,0.0.3,Distributed,c3d-highcpu,c3d-highcpu-180,180,AMD Genoa Zen 4,BLOCKS=5,5,cloud-run-distributed-cluster --arch=c3d --blocks=5 --shape=c3d-highcpu-180,8.9,10.86,9.88,99,20
266,Collaborative Distributed 0.0.3,0.0.3,Distributed,t2d-standard,t2d-standard-16,16,AMD Milan Zen 3,BLOCKS=1,1,cloud-run-distributed-cluster --arch=t2d --blocks=1 --shape=t2d-standard-16,85.1,85.1,85.1,851,851
267,Collaborative Distributed 0.0.3,0.0.3,Distributed,t2d-standard,t2d-standard-16,16,AMD Milan Zen 3,BLOCKS=2,2,cloud-run-distributed-cluster --arch=t2d --blocks=2 --shape=t2d-standard-16,85.1,85.59,85.345,854,427
268,Collaborative Distributed 0.0.3,0.0.3,Distributed,t2d-standard,t2d-standard-16,16,AMD Milan Zen 3,BLOCKS=3,3,cloud-run-distributed-cluster --arch=t2d --blocks=3 --shape=t2d-standard-16,85.1,86.08,85.59,856,286
269,Collaborative Distributed 0.0.3,0.0.3,Distributed,t2d-standard,t2d-standard-16,16,AMD Milan Zen 3,BLOCKS=4,4,cloud-run-distributed-cluster --arch=t2d --blocks=4 --shape=t2d-standard-16,85.1,86.57,85.835,859,215
270,Collaborative Distributed 0.0.3,0.0.3,Distributed,t2d-standard,t2d-standard-16,16,AMD Milan Zen 3,BLOCKS=5,5,cloud-run-distributed-cluster --arch=t2d --blocks=5 --shape=t2d-standard-16,85.1,87.06,86.08,861,173
271,Collaborative Distributed 0.0.3,0.0.3,Distributed,t2d-standard,t2d-standard-32,32,AMD Milan Zen 3,BLOCKS=1,1,cloud-run-distributed-cluster --arch=t2d --blocks=1 --shape=t2d-standard-32,48.2,48.2,48.2,482,482
272,Collaborative Distributed 0.0.3,0.0.3,Distributed,t2d-standard,t2d-standard-32,32,AMD Milan Zen 3,BLOCKS=2,2,cloud-run-distributed-cluster --arch=t2d --blocks=2 --shape=t2d-standard-32,48.2,48.69,48.445,485,243
273,Collaborative Distributed 0.0.3,0.0.3,Distributed,t2d-standard,t2d-standard-32,32,AMD Milan Zen 3,BLOCKS=3,3,cloud-run-distributed-cluster --arch=t2d --blocks=3 --shape=t2d-standard-32,48.2,49.18,48.69,487,163
274,Collaborative Distributed 0.0.3,0.0.3,Distributed,t2d-standard,t2d-standard-32,32,AMD Milan Zen 3,BLOCKS=4,4,cloud-run-distributed-cluster --arch=t2d --blocks=4 --shape=t2d-standard-32,48.2,49.67,48.935,490,123
275,Collaborative Distributed 0.0.3,0.0.3,Distributed,t2d-standard,t2d-standard-32,32,AMD Milan Zen 3,BLOCKS=5,5,cloud-run-distributed-cluster --arch=t2d --blocks=5 --shape=t2d-standard-32,48.2,50.16,49.18,492,99
276,Collaborative Distributed 0.0.3,0.0.3,Distributed,t2d-standard,t2d-standard-48,48,AMD Milan Zen 3,BLOCKS=1,1,cloud-run-distributed-cluster --arch=t2d --blocks=1 --shape=t2d-standard-48,34.5,34.5,34.5,345,345
277,Collaborative Distributed 0.0.3,0.0.3,Distributed,t2d-standard,t2d-standard-48,48,AMD Milan Zen 3,BLOCKS=2,2,cloud-run-distributed-cluster --arch=t2d --blocks=2 --shape=t2d-standard-48,34.5,34.99,34.745,348,174
278,Collaborative Distributed 0.0.3,0.0.3,Distributed,t2d-standard,t2d-standard-48,48,AMD Milan Zen 3,BLOCKS=3,3,cloud-run-distributed-cluster --arch=t2d --blocks=3 --shape=t2d-standard-48,34.5,35.48,34.99,350,117
279,Collaborative Distributed 0.0.3,0.0.3,Distributed,t2d-standard,t2d-standard-48,48,AMD Milan Zen 3,BLOCKS=4,4,cloud-run-distributed-cluster --arch=t2d --blocks=4 --shape=t2d-standard-48,34.5,35.97,35.235,353,89
280,Collaborative Distributed 0.0.3,0.0.3,Distributed,t2d-standard,t2d-standard-48,48,AMD Milan Zen 3,BLOCKS=5,5,cloud-run-distributed-cluster --arch=t2d --blocks=5 --shape=t2d-standard-48,34.5,36.46,35.48,355,71
281,Collaborative Distributed 0.0.3,0.0.3,Distributed,t2d-standard,t2d-standard-60,60,AMD Milan Zen 3,BLOCKS=1,1,cloud-run-distributed-cluster --arch=t2d --blocks=1 --shape=t2d-standard-60,27.516,27.516,27.516,276,276
282,Collaborative Distributed 0.0.3,0.0.3,Distributed,t2d-standard,t2d-standard-60,60,AMD Milan Zen 3,BLOCKS=2,2,cloud-run-distributed-cluster --arch=t2d --blocks=2 --shape=t2d-standard-60,27.516,28.006,27.761,278,139
283,Collaborative Distributed 0.0.3,0.0.3,Distributed,t2d-standard,t2d-standard-60,60,AMD Milan Zen 3,BLOCKS=3,3,cloud-run-distributed-cluster --arch=t2d --blocks=3 --shape=t2d-standard-60,27.516,28.496,28.006,281,94
284,Collaborative Distributed 0.0.3,0.0.3,Distributed,t2d-standard,t2d-standard-60,60,AMD Milan Zen 3,BLOCKS=4,4,cloud-run-distributed-cluster --arch=t2d --blocks=4 --shape=t2d-standard-60,27.516,28.986,28.251,283,71
285,Collaborative Distributed 0.0.3,0.0.3,Distributed,t2d-standard,t2d-standard-60,60,AMD Milan Zen 3,BLOCKS=5,5,cloud-run-distributed-cluster --arch=t2d --blocks=5 --shape=t2d-standard-60,27.516,29.476,28.496,285,57
286,Hexadecimal radix-16-reduction-trees,radix-16-reduction-trees,Distributed,c4a-highcpu,c4a-highcpu-16,16,ARM64 Neoverse V2,BLOCKS=1,1,cloud-run-distributed-cluster --arch=c4a --blocks=1 --shape=c4a-highcpu-16,32.1,32.1,32.1,321,321
287,Hexadecimal radix-16-reduction-trees,radix-16-reduction-trees,Distributed,c4a-highcpu,c4a-highcpu-16,16,ARM64 Neoverse V2,BLOCKS=2,2,cloud-run-distributed-cluster --arch=c4a --blocks=2 --shape=c4a-highcpu-16,32.1,32.59,32.345,324,162
288,Hexadecimal radix-16-reduction-trees,radix-16-reduction-trees,Distributed,c4a-highcpu,c4a-highcpu-16,16,ARM64 Neoverse V2,BLOCKS=3,3,cloud-run-distributed-cluster --arch=c4a --blocks=3 --shape=c4a-highcpu-16,32.1,33.08,32.59,326,109
289,Hexadecimal radix-16-reduction-trees,radix-16-reduction-trees,Distributed,c4a-highcpu,c4a-highcpu-16,16,ARM64 Neoverse V2,BLOCKS=4,4,cloud-run-distributed-cluster --arch=c4a --blocks=4 --shape=c4a-highcpu-16,32.1,33.57,32.835,329,83
290,Hexadecimal radix-16-reduction-trees,radix-16-reduction-trees,Distributed,c4a-highcpu,c4a-highcpu-16,16,ARM64 Neoverse V2,BLOCKS=5,5,cloud-run-distributed-cluster --arch=c4a --blocks=5 --shape=c4a-highcpu-16,32.1,34.06,33.08,331,67
291,Hexadecimal radix-16-reduction-trees,radix-16-reduction-trees,Distributed,c4a-highcpu,c4a-highcpu-32,32,ARM64 Neoverse V2,BLOCKS=1,1,cloud-run-distributed-cluster --arch=c4a --blocks=1 --shape=c4a-highcpu-32,18.5,18.5,18.5,185,185
292,Hexadecimal radix-16-reduction-trees,radix-16-reduction-trees,Distributed,c4a-highcpu,c4a-highcpu-32,32,ARM64 Neoverse V2,BLOCKS=2,2,cloud-run-distributed-cluster --arch=c4a --blocks=2 --shape=c4a-highcpu-32,18.5,18.99,18.745,188,94
293,Hexadecimal radix-16-reduction-trees,radix-16-reduction-trees,Distributed,c4a-highcpu,c4a-highcpu-32,32,ARM64 Neoverse V2,BLOCKS=3,3,cloud-run-distributed-cluster --arch=c4a --blocks=3 --shape=c4a-highcpu-32,18.5,19.48,18.99,190,64
294,Hexadecimal radix-16-reduction-trees,radix-16-reduction-trees,Distributed,c4a-highcpu,c4a-highcpu-32,32,ARM64 Neoverse V2,BLOCKS=4,4,cloud-run-distributed-cluster --arch=c4a --blocks=4 --shape=c4a-highcpu-32,18.5,19.97,19.235,193,49
295,Hexadecimal radix-16-reduction-trees,radix-16-reduction-trees,Distributed,c4a-highcpu,c4a-highcpu-32,32,ARM64 Neoverse V2,BLOCKS=5,5,cloud-run-distributed-cluster --arch=c4a --blocks=5 --shape=c4a-highcpu-32,18.5,20.46,19.48,195,39
